Flow Bytes/s,Flow Packets/s,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Flow IAT Mean,Fwd Packet Length Mean,Max Packet Length,SYN Flag Count,ACK Flag Count,Init_Win_bytes_forward,Active Mean,Min Packet Length,Subflow Fwd Packets,Label
547395.9125173509,13009.196849068967,,6646132,162,0,8.00387577743653,42.07761008370986,60,0,0,-1,0,28,162,ARP_Spoofing
271864.5665537438,9223.56570072633,,4871942,162,0,13.055773622767402,29.474996479109503,60,0,0,-1,0,28,162,ARP_Spoofing
318867.29971876263,6660.8411779628095,,3450936,137,0,32.34342510581897,47.871926562928024,60,0,0,-1,0,28,137,ARP_Spoofing
162837.53925531093,2974.793200484709,,2813974,21,0,358.40799006525367,54.73911236208903,60,0,0,-1,0,28,21,ARP_Spoofing
388753.60786373087,7743.228338208805,,8466713,158,0,176.03326603590457,50.20562366028055,60,0,0,-1,0,28,158,ARP_Spoofing
249853.55562009107,7702.45837364385,,9055405,121,0,285.3475161579067,32.43815720900693,60,0,0,-1,0,28,121,ARP_Spoofing
454409.98403752525,16084.834174834688,,9553110,89,0,390.68244406205986,28.250834239153445,60,0,0,-1,0,28,89,ARP_Spoofing
157932.27804928878,5318.401845969716,,7593845,94,0,26.44209294175677,29.695439085515854,60,0,0,-1,0,28,94,ARP_Spoofing
81403.84008078324,2030.6416208295957,,1660388,55,0,234.2918101171686,40.08774332495294,60,0,0,-1,0,28,55,ARP_Spoofing
1074981.553509477,19704.696589595365,,2962568,119,0,50.98884957311307,54.55458543203845,60,0,0,-1,0,28,119,ARP_Spoofing
84319.67134660241,1711.6610438809594,,475510,30,0,367.8207933917224,49.26189776184833,60,0,0,-1,0,28,30,ARP_Spoofing
869975.4674311876,19719.242352538593,,3632490,28,0,322.7300035180288,44.11809804240221,60,0,0,-1,0,28,28,ARP_Spoofing
191584.2395806576,6457.2355693444015,,3563609,80,0,193.0735642820342,29.669699598726115,60,0,0,-1,0,28,80,ARP_Spoofing
678313.4326901743,18907.331766973322,,9848160,113,0,492.71344206401386,35.875682568548825,60,0,0,-1,0,28,113,ARP_Spoofing
90951.63199784551,2604.9761793656103,,8720124,38,0,149.06601400337672,34.91457339160581,60,0,0,-1,0,28,38,ARP_Spoofing
410254.4209585765,12036.890527678426,,9418327,166,0,490.42241809269467,34.083089815863175,60,0,0,-1,0,28,166,ARP_Spoofing
396915.93927938363,9937.368591302593,,7301766,31,0,255.99806971573634,39.941754764613776,60,0,0,-1,0,28,31,ARP_Spoofing
772568.3358631968,15538.881953296592,,8900777,54,0,343.9467195886168,49.71839918632598,60,0,0,-1,0,28,54,ARP_Spoofing
311877.4521711784,6936.139272680659,,7541381,119,0,302.0432275335624,44.964127724419946,60,0,0,-1,0,28,119,ARP_Spoofing
573777.3631673444,14964.491996590245,,2360490,84,0,99.29330043213646,38.342588796070274,60,0,0,-1,0,28,84,ARP_Spoofing
579498.0082952029,11490.73595373695,,1086967,171,0,311.24245592809496,50.43175742862161,60,0,0,-1,0,28,171,ARP_Spoofing
161006.69387841932,3184.5686163052874,,4697434,99,0,400.82019383762076,50.55839998361162,60,0,0,-1,0,28,99,ARP_Spoofing
609158.4292357857,11870.73336280955,,6673103,117,0,196.10798890517893,51.31598955328662,60,0,0,-1,0,28,117,ARP_Spoofing
339023.1494804628,6779.994414280368,,5032963,147,0,485.5853914415904,50.00345557311891,60,0,0,-1,0,28,147,ARP_Spoofing
60344.66846696521,1275.4366887798137,,9850887,81,0,185.62006839205927,47.312947006954786,60,0,0,-1,0,28,81,ARP_Spoofing
66040.78769188629,1109.8841846601745,,3818346,38,0,473.81460305969205,59.502413499212736,60,0,0,-1,0,28,38,ARP_Spoofing
233442.56124539743,8203.638219863962,,843330,83,0,432.9873294862015,28.45597952871068,60,0,0,-1,0,28,83,ARP_Spoofing
718403.8875914782,14188.358710490887,,2320326,42,0,267.2640956837572,50.63333273779507,60,0,0,-1,0,28,42,ARP_Spoofing
90553.72675361221,3176.547532122077,,6851386,59,0,194.51996979716301,28.506964192384753,60,0,0,-1,0,28,59,ARP_Spoofing
890810.8519371536,19957.544463783255,,3755289,141,0,177.0272271030703,44.63529336255262,60,0,0,-1,0,28,141,ARP_Spoofing
525969.3000113395,8880.148832844829,,6551828,25,0,53.827362993284545,59.22978431013986,60,0,0,-1,0,28,25,ARP_Spoofing
65650.28506121557,1129.5390122466708,,3563399,153,0,474.320559216317,58.12130820575743,60,0,0,-1,0,28,153,ARP_Spoofing
830951.6153519809,15486.667950306162,,4309633,28,0,315.0533321947765,53.65593283321823,60,0,0,-1,0,28,28,ARP_Spoofing
1124518.4358415578,19963.84315286295,,3634073,142,0,452.6774026871974,56.32775349070472,60,0,0,-1,0,28,142,ARP_Spoofing
659898.534445226,13827.368583024605,,555941,113,0,34.37562302406785,47.72408650879251,60,0,0,-1,0,28,113,ARP_Spoofing
764495.2946230881,15082.371618670648,,8228765,192,0,419.85247430919543,50.68800278576283,60,0,0,-1,0,28,192,ARP_Spoofing
665691.7881509807,18995.321414598726,,3221281,130,0,476.95397429277045,35.04503944004695,60,0,0,-1,0,28,130,ARP_Spoofing
781404.8258062736,15034.967190199013,,1162073,64,0,399.66864490520567,51.97249956858272,60,0,0,-1,0,28,64,ARP_Spoofing
277799.3692671973,6323.53114865463,,4568297,20,0,334.7920211258072,43.93105098032147,60,0,0,-1,0,28,20,ARP_Spoofing
67337.67775547582,1503.6844015338713,,8351853,84,0,228.80742107673785,44.781789108662906,60,0,0,-1,0,28,84,ARP_Spoofing
526756.6564258515,18802.476204225677,,71487,118,0,22.38307619564321,28.01528111002039,60,0,0,-1,0,28,118,ARP_Spoofing
861193.7644528253,15500.678265129774,,2316814,58,0,302.0982267809665,55.5584568444441,60,0,0,-1,0,28,58,ARP_Spoofing
951282.5987589852,19116.015635986176,,4928686,91,0,490.1255851657115,49.76364410207857,60,0,0,-1,0,28,91,ARP_Spoofing
533466.5862714015,13307.776942183626,,6590067,118,0,68.53231125175323,40.086829572593274,60,0,0,-1,0,28,118,ARP_Spoofing
923091.7921233855,16756.16558874395,,8420618,97,0,257.70734284600303,55.08967951137208,60,0,0,-1,0,28,97,ARP_Spoofing
369014.1791887952,9994.28148407192,,5248892,44,0,454.3710471930217,36.92253212768724,60,0,0,-1,0,28,44,ARP_Spoofing
425795.6750453383,8897.557388919562,,7610070,199,0,313.61861164212934,47.8553446112746,60,0,0,-1,0,28,199,ARP_Spoofing
1134887.424133014,19063.01777138612,,6109049,108,0,457.8596412317056,59.53346095267756,60,0,0,-1,0,28,108,ARP_Spoofing
132279.36440779126,4241.614541203713,,3126471,104,0,82.36570636077806,31.18608801502556,60,0,0,-1,0,28,104,ARP_Spoofing
895680.013145473,15049.239096562918,,8732516,159,0,63.142400476157455,59.51663119964893,60,0,0,-1,0,28,159,ARP_Spoofing
606194.4950850275,15147.840440478147,,8086080,185,0,381.7505818640308,40.01854240985739,60,0,0,-1,0,28,185,ARP_Spoofing
622677.6258768244,13454.104420953823,,6745169,26,0,364.9551724603442,46.281610904331004,60,0,0,-1,0,28,26,ARP_Spoofing
672184.4348790299,17175.381469911095,,5570434,152,0,212.61964863674064,39.13650686924215,60,0,0,-1,0,28,152,ARP_Spoofing
402823.1949009554,9892.611528602727,,6907676,109,0,69.15366706553861,40.71960106148551,60,0,0,-1,0,28,109,ARP_Spoofing
76637.04463381291,2538.6008112119544,,3254007,31,0,12.067466474627574,30.188694612929552,60,0,0,-1,0,28,31,ARP_Spoofing
917697.3565506028,15764.435327142004,,7724190,39,0,372.2812299035118,58.2131448102414,60,0,0,-1,0,28,39,ARP_Spoofing
203670.27937018566,6341.916955411168,,1650051,195,0,55.35299989897902,32.11493950522426,60,0,0,-1,0,28,195,ARP_Spoofing
492708.7739459055,9743.297454465102,,1556617,195,0,273.18666073253496,50.5689964048167,60,0,0,-1,0,28,195,ARP_Spoofing
162874.4068446102,3210.919009968635,,4019042,180,0,290.46822921360604,50.725168196067706,60,0,0,-1,0,28,180,ARP_Spoofing
475406.09125485684,11988.720698636822,,3811566,195,0,55.07906728110022,39.65444714288097,60,0,0,-1,0,28,195,ARP_Spoofing
559169.1373562863,18304.21559797126,,6356834,132,0,440.6247936048495,30.548653361483655,60,0,0,-1,0,28,132,ARP_Spoofing
277393.6341286808,4845.222397713649,,1576571,46,0,398.6980443699811,57.250960092064425,60,0,0,-1,0,28,46,ARP_Spoofing
272184.2688365375,5135.442509866881,,1587126,186,0,75.24557769721481,53.00113248538595,60,0,0,-1,0,28,186,ARP_Spoofing
662203.5844541328,15397.732875405212,,2994098,87,0,256.2039183292593,43.00656400604729,60,0,0,-1,0,28,87,ARP_Spoofing
93961.5527593421,2555.4737725900472,,6015039,122,0,484.47099771373274,36.76874079756621,60,0,0,-1,0,28,122,ARP_Spoofing
151305.47533575053,3020.14851994315,,4296891,167,0,159.43286848533765,50.09868698066499,60,0,0,-1,0,28,167,ARP_Spoofing
37154.87013408994,1303.276757924098,,8936021,132,0,144.23896944931377,28.508810510264478,60,0,0,-1,0,28,132,ARP_Spoofing
157643.10575974252,3071.5257244350855,,4268224,121,0,229.5730477669706,51.32403889885579,60,0,0,-1,0,28,121,ARP_Spoofing
558290.4517435028,18173.350446076354,,8296470,167,0,26.335645966357653,30.720282063566227,60,0,0,-1,0,28,167,ARP_Spoofing
1093430.7701563446,19529.493361051016,,6053051,124,0,443.0019406749775,55.988691050073385,60,0,0,-1,0,28,124,ARP_Spoofing
734595.5101664833,14100.577933491177,,1361832,168,0,167.4467829342692,52.09683699713463,60,0,0,-1,0,28,168,ARP_Spoofing
967915.5249324954,19211.1937807044,,1714259,63,0,27.818165292072603,50.38289322263063,60,0,0,-1,0,28,63,ARP_Spoofing
605804.3819047428,12021.975860800458,,2241449,154,0,229.21259895906545,50.39141559750284,60,0,0,-1,0,28,154,ARP_Spoofing
201120.13511510438,3448.6789340418513,,7012450,64,0,293.9531995637393,58.31802233888778,60,0,0,-1,0,28,64,ARP_Spoofing
99382.33829805841,3201.8589379516225,,4264019,100,0,283.60374301167303,31.03894963019136,60,0,0,-1,0,28,100,ARP_Spoofing
387563.57485778746,7862.656599766892,,8542051,60,0,443.8555452173987,49.291682771606446,60,0,0,-1,0,28,60,ARP_Spoofing
74248.2662389056,1431.50039223026,,8436082,73,0,319.73847280104707,51.86744386652086,60,0,0,-1,0,28,73,ARP_Spoofing
767062.6861278611,15548.64665700018,,3913971,163,0,316.29971294876924,49.333083647027294,60,0,0,-1,0,28,163,ARP_Spoofing
290505.216147205,8786.167248860675,,6010612,35,0,157.75415746272364,33.06392968844015,60,0,0,-1,0,28,35,ARP_Spoofing
216397.04304974136,5280.8947300687205,,9495190,104,0,22.143582091968153,40.977344580948575,60,0,0,-1,0,28,104,ARP_Spoofing
790816.267634981,14006.469486286445,,4400883,161,0,16.0999056193942,56.460785382730386,60,0,0,-1,0,28,161,ARP_Spoofing
158466.4824771782,2867.020757037956,,3030865,151,0,240.81071577480435,55.272178301526075,60,0,0,-1,0,28,151,ARP_Spoofing
202173.71508143452,4850.005777288643,,6001760,120,0,129.06066911469983,41.68525242344312,60,0,0,-1,0,28,120,ARP_Spoofing
424766.92753628164,14601.043201138624,,8693359,177,0,396.47610529153326,29.091546520673077,60,0,0,-1,0,28,177,ARP_Spoofing
246173.2740109026,4918.86740413985,,3789583,72,0,475.44353075451266,50.04673917489961,60,0,0,-1,0,28,72,ARP_Spoofing
824415.6741312693,17815.795060345212,,3827100,179,0,391.1469794313548,46.27442510080686,60,0,0,-1,0,28,179,ARP_Spoofing
441292.399803985,15491.694653372972,,3433258,55,0,30.714190743307277,28.485740887482795,60,0,0,-1,0,28,55,ARP_Spoofing
897023.4448342837,17917.37631515179,,8877573,48,0,4.226855454336153,50.06444186115117,60,0,0,-1,0,28,48,ARP_Spoofing
255125.4449882012,8781.3274816499,,3606407,78,0,64.37095060783062,29.053175106079333,60,0,0,-1,0,28,78,ARP_Spoofing
356858.8362019909,8512.051709747619,,2965634,67,0,193.34911214405497,41.92395069608567,60,0,0,-1,0,28,67,ARP_Spoofing
224292.93037846705,3983.5749113014813,,1033832,142,0,252.3701349744713,56.30443392495106,60,0,0,-1,0,28,142,ARP_Spoofing
593245.6466784404,17311.049853333185,,7249708,128,0,479.87204566441676,34.26976709700902,60,0,0,-1,0,28,128,ARP_Spoofing
683936.7442285091,12131.05018383319,,9150512,134,0,404.6326788636027,56.37902192012841,60,0,0,-1,0,28,134,ARP_Spoofing
40737.90694233739,1000.6609883794308,,2942922,110,0,352.22994320349596,40.71099744611047,60,0,0,-1,0,28,110,ARP_Spoofing
433994.17295547674,9707.781923858185,,2119072,167,0,74.8526835323918,44.70580163001782,60,0,0,-1,0,28,167,ARP_Spoofing
974817.4024022606,16885.190584180382,,424112,76,0,392.64033042021083,57.73209354921704,60,0,0,-1,0,28,76,ARP_Spoofing
352572.4014341074,7221.817055532578,,4549982,138,0,367.89405747461944,48.82045594937972,60,0,0,-1,0,28,138,ARP_Spoofing
889616.4428117692,17741.86266826349,,1432305,127,0,162.52020301991897,50.14222347708217,60,0,0,-1,0,28,127,ARP_Spoofing
918949.2111482981,17766.164552310143,,7598700,158,0,264.46725214526015,51.72468196174659,60,0,0,-1,0,28,158,ARP_Spoofing
704659.4752233131,13853.796820440262,,4516972,155,0,85.72131928635443,50.863996661452376,60,0,0,-1,0,28,155,ARP_Spoofing
509575.1263676316,12124.883053096239,,2031690,193,0,167.18249569920306,42.02721990275241,60,0,0,-1,0,28,193,ARP_Spoofing
299063.33453784906,7185.803933665069,,1101973,128,0,352.1199594654414,41.61863269560625,60,0,0,-1,0,28,128,ARP_Spoofing
206543.4062043511,3472.8417800187685,,9774700,181,0,241.17932860518525,59.473888903523516,60,0,0,-1,0,28,181,ARP_Spoofing
487920.2528532832,12251.944238136186,,1735132,92,0,241.517295190763,39.82390413878569,60,0,0,-1,0,28,92,ARP_Spoofing
149821.4048982626,3840.9851707570688,,4787620,83,0,116.23198657209322,39.005983683277904,60,0,0,-1,0,28,83,ARP_Spoofing
363398.13181499456,6788.589730755138,,9299013,42,0,184.48751672442023,53.53072526516807,60,0,0,-1,0,28,42,ARP_Spoofing
78353.82702805763,1629.8370484168372,,7828360,120,0,381.7654270111076,48.07463856841861,60,0,0,-1,0,28,120,ARP_Spoofing
426292.39810418093,13500.707199019773,,4646305,172,0,413.79544793549405,31.57556058508788,60,0,0,-1,0,28,172,ARP_Spoofing
276807.1126511761,5738.276931257726,,3548434,64,0,354.0976617337327,48.23871625005471,60,0,0,-1,0,28,64,ARP_Spoofing
538678.6966537773,16542.755460143897,,313891,173,0,146.80796152180113,32.56281566584262,60,0,0,-1,0,28,173,ARP_Spoofing
869458.3115225276,15412.425827910183,,5658846,85,0,349.32849189949457,56.41281400024879,60,0,0,-1,0,28,85,ARP_Spoofing
507263.930019478,10445.595665098246,,1301342,80,0,242.78735697474735,48.562470373460215,60,0,0,-1,0,28,80,ARP_Spoofing
607736.1679391345,13822.726754362448,,682287,42,0,441.1622351785629,43.966445892980786,60,0,0,-1,0,28,42,ARP_Spoofing
421824.8560916657,10132.296512686577,,9995863,169,0,40.76154658371534,41.63171257014654,60,0,0,-1,0,28,169,ARP_Spoofing
304778.3199431243,8837.687703095833,,3875424,114,0,211.93956532452188,34.48620614149567,60,0,0,-1,0,28,114,ARP_Spoofing
209403.26454845848,4296.051248966231,,2850526,61,0,124.92390110261664,48.743195183914,60,0,0,-1,0,28,61,ARP_Spoofing
486565.8782893674,13353.637583440293,,1345806,145,0,40.32279884891624,36.43695399467428,60,0,0,-1,0,28,145,ARP_Spoofing
449079.45795624075,11759.414732013205,,4322536,152,0,181.36041755502467,38.188929312416434,60,0,0,-1,0,28,152,ARP_Spoofing
636556.9324239308,12852.507205947333,,1012745,94,0,372.0478139159718,49.52784092813987,60,0,0,-1,0,28,94,ARP_Spoofing
308968.6146349016,5662.490668058026,,501928,44,0,401.76433529623625,54.56408367748597,60,0,0,-1,0,28,44,ARP_Spoofing
83912.41558273752,1626.8722313382432,,6685198,110,0,401.75285550232894,51.57898325777698,60,0,0,-1,0,28,110,ARP_Spoofing
270554.8214138073,6934.412300825903,,1480954,75,0,250.563006066403,39.01625828934107,60,0,0,-1,0,28,75,ARP_Spoofing
492684.34242841066,16146.102173107483,,1034432,185,0,270.77947259217444,30.514135061588583,60,0,0,-1,0,28,185,ARP_Spoofing
445388.5555790108,9823.289919248818,,2223183,88,0,297.64320043415427,45.34006012652321,60,0,0,-1,0,28,88,ARP_Spoofing
147238.33789865533,4937.4840606993275,,6250252,84,0,371.17680642455264,29.820519132531846,60,0,0,-1,0,28,84,ARP_Spoofing
379024.87150528247,6839.325110354654,,3198892,199,0,283.81116409622643,55.41846094308977,60,0,0,-1,0,28,199,ARP_Spoofing
278586.06975318433,5188.404069887264,,752811,134,0,281.17232753369905,53.693981039383,60,0,0,-1,0,28,134,ARP_Spoofing
632911.1313069545,12500.355042028712,,5913562,197,0,181.37602455848335,50.63145240107019,60,0,0,-1,0,28,197,ARP_Spoofing
201993.09145220055,3460.9729333797814,,6558861,21,0,455.01853584033466,58.36309481188171,60,0,0,-1,0,28,21,ARP_Spoofing
354703.8712216322,7335.599945338352,,8164652,43,0,204.43533424479077,48.35376436347792,60,0,0,-1,0,28,43,ARP_Spoofing
976574.4360588819,18528.333732927513,,7293320,21,0,470.5341283215624,52.70708365552423,60,0,0,-1,0,28,21,ARP_Spoofing
261114.13606604686,7876.2136910560075,,202504,43,0,207.6675356885005,33.15224120475048,60,0,0,-1,0,28,43,ARP_Spoofing
387046.9641464183,7118.564288860681,,5735164,141,0,157.80112003776028,54.371492402208084,60,0,0,-1,0,28,141,ARP_Spoofing
344059.2825931892,10892.70351175472,,5386056,171,0,256.25254954080015,31.586215692174317,60,0,0,-1,0,28,171,ARP_Spoofing
372027.795602861,11281.698726855895,,6053878,173,0,331.7539751882848,32.97622145477569,60,0,0,-1,0,28,173,ARP_Spoofing
421179.17544010957,8444.634179139703,,7923591,119,0,72.1068280510062,49.875360673470546,60,0,0,-1,0,28,119,ARP_Spoofing
170243.68040190375,3939.9002632822558,,7134648,59,0,367.9759401465756,43.21014975645018,60,0,0,-1,0,28,59,ARP_Spoofing
85253.99008499147,2260.389765831991,,9851981,67,0,437.43835358525035,37.71649977083119,60,0,0,-1,0,28,67,ARP_Spoofing
390377.87756459805,7617.824898572834,,936734,64,0,484.9967571091911,51.245320385052906,60,0,0,-1,0,28,64,ARP_Spoofing
742902.1339311957,18274.5410088061,,4135876,163,0,85.13150467356024,40.65230057341563,60,0,0,-1,0,28,163,ARP_Spoofing
68681.70292799901,1547.7867089582087,,9934212,31,0,84.34988350010036,44.374139234098735,60,0,0,-1,0,28,31,ARP_Spoofing
424463.8136592375,12698.369043101771,,9757114,114,0,88.85756042479939,33.42664024163183,60,0,0,-1,0,28,114,ARP_Spoofing
191756.22061734385,3537.8044560749627,,1077579,129,0,48.381670465436265,54.20204055881847,60,0,0,-1,0,28,129,ARP_Spoofing
201114.71501364416,6839.94342229497,,4934739,84,0,242.68159873369197,29.402979322622116,60,0,0,-1,0,28,84,ARP_Spoofing
365216.0300103065,12579.055732208495,,1209930,120,0,455.74622057219426,29.033660219437298,60,0,0,-1,0,28,120,ARP_Spoofing
94447.87172306712,2237.106065671629,,8883983,144,0,220.2221135329789,42.21877235611167,60,0,0,-1,0,28,144,ARP_Spoofing
390670.6433384804,12855.838112065905,,6323045,25,0,248.43643751285438,30.38857832005637,60,0,0,-1,0,28,25,ARP_Spoofing
333170.1089330688,6404.858570749355,,7304585,82,0,197.8051143014629,52.01833971083121,60,0,0,-1,0,28,82,ARP_Spoofing
455428.4193432116,12052.849862238529,,5151134,170,0,326.37232557768147,37.785953077376725,60,0,0,-1,0,28,170,ARP_Spoofing
412600.6321239898,13815.457596497827,,5744015,180,0,172.56058616795428,29.86514411426971,60,0,0,-1,0,28,180,ARP_Spoofing
536231.4373429986,15122.868989625787,,4226644,135,0,412.8945767738171,35.45831400846299,60,0,0,-1,0,28,135,ARP_Spoofing
141387.40863715796,4761.993116337804,,945605,79,0,337.1559693200147,29.690804917813807,60,0,0,-1,0,28,79,ARP_Spoofing
624339.0902480178,10623.23549057381,,1779482,127,0,165.5554507494502,58.77108634200995,60,0,0,-1,0,28,127,ARP_Spoofing
469586.26850526815,7998.808113603835,,3366276,184,0,40.573505629451276,58.70703007697202,60,0,0,-1,0,28,184,ARP_Spoofing
849814.7440229014,17739.670591041424,,4009643,83,0,287.1970863222604,47.904764615643984,60,0,0,-1,0,28,83,ARP_Spoofing
261821.22419211923,4638.903272472728,,4439868,40,0,224.64107400319014,56.4403284167979,60,0,0,-1,0,28,40,ARP_Spoofing
62416.51517578622,1989.1881588512792,,9331694,54,0,76.89366976737575,31.377883936243943,60,0,0,-1,0,28,54,ARP_Spoofing
787630.8190034104,14019.496607519839,,4251669,53,0,33.96635820960032,56.181105574142904,60,0,0,-1,0,28,53,ARP_Spoofing
379883.2379121511,11314.163775507777,,1330670,167,0,85.13446223758343,33.57590056584646,60,0,0,-1,0,28,167,ARP_Spoofing
297923.90181318927,9097.505446049963,,9447344,195,0,441.37551252423606,32.74786737748473,60,0,0,-1,0,28,195,ARP_Spoofing
800960.8468956636,14309.589319082093,,4998977,182,0,397.3575145170428,55.97371308396447,60,0,0,-1,0,28,182,ARP_Spoofing
870084.3135702013,14938.746029041986,,1679578,130,0,219.3283265479887,58.243463800689526,60,0,0,-1,0,28,130,ARP_Spoofing
379790.22915667284,6501.9074448078745,,2295057,168,0,276.66031092459394,58.412124808075504,60,0,0,-1,0,28,168,ARP_Spoofing
230764.6206068131,4271.84696456339,,6000437,81,0,79.82966691574724,54.019870683826966,60,0,0,-1,0,28,81,ARP_Spoofing
645068.5934246667,19613.009210948727,,4829804,55,0,105.30597830749484,32.889832788359925,60,0,0,-1,0,28,55,ARP_Spoofing
252080.09370599198,6256.804241634349,,6448309,154,0,404.874478914883,40.288953269240494,60,0,0,-1,0,28,154,ARP_Spoofing
239759.0815252041,8052.204742552355,,1935396,80,0,5.6406177112719496,29.77558186743352,60,0,0,-1,0,28,80,ARP_Spoofing
668514.3255242538,15568.017134014595,,2243599,80,0,488.3817976675054,42.94152041133198,60,0,0,-1,0,28,80,ARP_Spoofing
641883.2614903664,11442.99966221876,,9974330,80,0,216.02549524019472,56.09396840320341,60,0,0,-1,0,28,80,ARP_Spoofing
220346.2826810447,4956.832333228664,,69671,173,0,235.60393934470878,44.45304336883244,60,0,0,-1,0,28,173,ARP_Spoofing
574173.1579874122,16385.35138706358,,1113091,40,0,395.9119447680815,35.041858085553685,60,0,0,-1,0,28,40,ARP_Spoofing
440141.0410148657,12585.714205583627,,8282749,176,0,146.7904137444074,34.971479077412866,60,0,0,-1,0,28,176,ARP_Spoofing
28393.22922035051,1011.9711662068961,,656895,53,0,279.19966048101475,28.057350019936788,60,0,0,-1,0,28,53,ARP_Spoofing
768519.9278922669,13451.167307596308,,5466282,88,0,470.20828307118256,57.134069506239726,60,0,0,-1,0,28,88,ARP_Spoofing
102059.2756949155,3448.324752390974,,5030944,154,0,62.19269576112314,29.596770322792363,60,0,0,-1,0,28,154,ARP_Spoofing
739133.330777215,13200.464616543803,,2983831,115,0,406.84261184085494,55.99297844796146,60,0,0,-1,0,28,115,ARP_Spoofing
81518.95989205997,2323.605163840476,,8283616,119,0,11.283846443987203,35.082965540205926,60,0,0,-1,0,28,119,ARP_Spoofing
460292.0783601038,11248.468023467043,,3455863,85,0,354.5317655568579,40.92042377680431,60,0,0,-1,0,28,85,ARP_Spoofing
